ZoneID,Lat,Long,VegPresence,VegType,RootPresence,PlantRoot,DistBarrier,DistHighWater,TotalDist,LocOnBeach,Divisions,SurfaceDepth,BottomDepth,InternalDepth,CavityWidth,Hatched,Unhatched,Developed_UH,LivePip,DeadPip,Yolkless,EncasedTotal,DevEnc_UH,H_Encased,UH_Encased,InvadedTotal,H_Invaded,UH_Invaded,Live,Dead,Depredated,RootDamageProp,HS,ES,TotalEggs,MultiVegNum
3.0,27.16,-82.48,1.0,-railroad vine,1.0,Railroad Vine,10.67,13.72,24.39,0.563,M,47.0,52.0,5.0,26.0,41.0,45.0,0.0,0.0,1.0,0.0,24.0,6.0,0.0,19.750000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.2162,36.94,36.94,111.0,2
3.0,27.16,-82.48,1.0,-crested saltbrush,1.0,Railroad Vine,10.67,13.72,24.39,0.563,M,47.0,52.0,5.0,26.0,41.0,45.0,0.0,0.0,1.0,0.0,24.0,6.0,0.0,19.750000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.2162,36.94,36.94,111.0,2
3.0,27.16,-82.48,1.0,-sea oats,1.0,Railroad Vine,10.67,13.72,24.39,0.563,M,47.0,52.0,5.0,26.0,41.0,45.0,0.0,0.0,1.0,0.0,24.0,6.0,0.0,19.750000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.2162,36.94,36.94,111.0,2
3.0,27.16,-82.49,1.0,-railroad vine,1.0,Railroad Vine,10.67,11.58,22.25,0.521,M,39.0,48.0,9.0,28.0,87.0,10.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0094,82.08,81.13,106.0,0
3.0,27.16,-82.49,1.0,-railroad vine,1.0,Railroad Vine,0.91,18.59,19.51,0.953,U,37.0,52.0,15.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.1311,47.54,47.54,61.0,1
3.0,27.16,-82.49,1.0,-sea oats,1.0,Railroad Vine,0.91,18.59,19.51,0.953,U,37.0,52.0,15.0,21.0,21.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.1311,47.54,47.54,61.0,1
4.0,27.16,-82.49,1.0,-railroad vine,1.0,Railroad Vine,8.84,17.68,26.52,0.667,U,38.0,47.0,9.0,23.0,40.0,11.0,0.0,0.0,0.0,0.0,31.0,0.0,30.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.4138,86.21,86.21,87.0,0
4.0,27.16,-82.48,1.0,-railroad vine,1.0,Railroad Vine,13.72,10.36,24.08,0.43,M,29.0,49.0,20.0,18.0,92.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.46,88.46,104.0,0
4.0,27.16,-82.49,1.0,-sea oats,1.0,Railroad Vine,15.24,19.81,35.05,0.565,M,34.0,48.0,14.0,22.0,51.0,1.0,0.0,0.0,1.0,0.0,66.0,0.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5546,92.44,92.44,119.0,2
4.0,27.16,-82.49,1.0,-railroad vine,1.0,Railroad Vine,15.24,19.81,35.05,0.565,M,34.0,48.0,14.0,22.0,51.0,1.0,0.0,0.0,1.0,0.0,66.0,0.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5546,92.44,92.44,119.0,2
4.0,27.16,-82.49,1.0,-crested saltbrush,1.0,Railroad Vine,15.24,19.81,35.05,0.565,M,34.0,48.0,14.0,22.0,51.0,1.0,0.0,0.0,1.0,0.0,66.0,0.0,59.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5546,92.44,92.44,119.0,2
4.0,27.16,-82.5,1.0,-railroad vine,1.0,Railroad Vine,11.28,13.41,24.69,0.543,M,43.0,48.0,5.0,24.0,70.0,6.0,16.67,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,86.42,85.19,81.0,0
4.0,27.16,-82.49,1.0,-railroad vine,1.0,Railroad Vine,14.02,12.19,26.21,0.465,M,33.0,51.0,18.0,26.0,67.0,1.0,0.0,0.0,1.0,0.0,33.0,0.0,25.0,8.0,5.0,5.0,0.0,0.0,0.0,0.0,0.3551,90.65,90.65,107.0,0
4.0,27.16,-82.49,1.0,-railroad vine,0.0,no,13.11,15.24,28.35,0.538,M,39.0,48.0,9.0,22.0,77.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,80.21,73.96,96.0,0
5.0,27.15,-82.48,1.0,-sea oats,1.0,Sea Oats,-0.91,17.07,16.15,1.057,U,37.0,46.0,9.0,25.0,66.0,5.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,89.19,89.19,74.0,4
5.0,27.15,-82.48,1.0,-beach naupaka,1.0,Sea Oats,-0.91,17.07,16.15,1.057,U,37.0,46.0,9.0,25.0,66.0,5.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,89.19,89.19,74.0,4
5.0,27.15,-82.48,1.0,-sea grapes,1.0,Sea Oats,-0.91,17.07,16.15,1.057,U,37.0,46.0,9.0,25.0,66.0,5.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,89.19,89.19,74.0,4
5.0,27.15,-82.48,1.0,-palm,1.0,Sea Oats,-0.91,17.07,16.15,1.057,U,37.0,46.0,9.0,25.0,66.0,5.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,89.19,89.19,74.0,4
5.0,27.15,-82.48,1.0,-sea purslane,1.0,Sea Oats,-0.91,17.07,16.15,1.057,U,37.0,46.0,9.0,25.0,66.0,5.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0405,89.19,89.19,74.0,4
5.0,27.15,-82.48,1.0,-sea purslane,1.0,Sea Oats,1.52,17.68,19.2,0.921,U,34.0,42.0,8.0,21.0,7.0,0.0,0.0,1.0,1.0,0.0,66.0,0.0,59.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.88,88.0,84.0,75.0,2
5.0,27.15,-82.48,1.0,-sea oats,1.0,Sea Oats,1.52,17.68,19.2,0.921,U,34.0,42.0,8.0,21.0,7.0,0.0,0.0,1.0,1.0,0.0,66.0,0.0,59.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.88,88.0,84.0,75.0,2
5.0,27.15,-82.48,1.0,-beach naupaka,1.0,Sea Oats,1.52,17.68,19.2,0.921,U,34.0,42.0,8.0,21.0,7.0,0.0,0.0,1.0,1.0,0.0,66.0,0.0,59.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.88,88.0,84.0,75.0,2
5.0,27.15,-82.48,1.0,-sea oats,1.0,Sea Oats,3.96,11.28,15.24,0.74,U,44.0,53.0,9.0,24.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,94.74,85.96,57.0,0
5.0,27.15,-82.48,1.0,-sea oats,1.0,Sea Oats,0.61,21.95,22.56,0.973,U,45.0,63.0,18.0,36.0,7.0,7.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0,0.1282,5.98,5.98,117.0,1
5.0,27.15,-82.48,1.0,-beach naupaka,1.0,Sea Oats,0.61,21.95,22.56,0.973,U,45.0,63.0,18.0,36.0,7.0,7.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0,0.1282,5.98,5.98,117.0,1
5.0,27.15,-82.48,1.0,-sea grapes,0.0,no,1.83,8.53,10.36,0.824,U,32.0,43.0,11.0,27.0,73.0,6.0,16.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.25,90.0,80.0,1
5.0,27.15,-82.48,1.0,-sea purslane,0.0,no,1.83,8.53,10.36,0.824,U,32.0,43.0,11.0,27.0,73.0,6.0,16.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91.25,90.0,80.0,1
5.0,27.15,-82.48,1.0,-sea purslane,1.0,no,3.35,7.62,10.97,0.694,U,41.0,56.0,15.0,30.0,40.0,9.0,44.44,0.0,0.0,0.0,30.0,3.0,0.0,19.750000000000014,0.0,0.0,0.0,19.0,0.0,0.0,0.3797,50.63,26.58,79.0,1
5.0,27.15,-82.48,1.0,-sea grapes,1.0,no,3.35,7.62,10.97,0.694,U,41.0,56.0,15.0,30.0,40.0,9.0,44.44,0.0,0.0,0.0,30.0,3.0,0.0,19.750000000000014,0.0,0.0,0.0,19.0,0.0,0.0,0.3797,50.63,26.58,79.0,1
5.0,27.15,-82.48,0.0,no,0.0,no,5.79,12.8,18.59,0.689,U,27.0,43.0,16.0,27.0,77.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,92.77,90.36,83.0,0
5.0,27.15,-82.48,0.0,no,0.0,no,0.91,18.29,19.2,0.952,U,36.0,48.0,12.0,21.0,77.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,90.59,84.71,85.0,0
5.0,27.15,-82.48,1.0,-sea purslane,1.0,no,0.91,17.07,17.98,0.949,U,28.0,41.0,13.0,25.0,1.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274,1.37,1.37,73.0,1
5.0,27.15,-82.48,1.0,-sea grapes,1.0,no,0.91,17.07,17.98,0.949,U,28.0,41.0,13.0,25.0,1.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274,1.37,1.37,73.0,1
5.0,27.15,-82.48,1.0,-railroad vine,0.0,no,2.44,17.07,19.51,0.875,U,41.0,54.0,13.0,24.0,102.0,9.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0,0.0,77.86,58.02,131.0,2
5.0,27.15,-82.48,1.0,-sea oats,0.0,no,2.44,17.07,19.51,0.875,U,41.0,54.0,13.0,24.0,102.0,9.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0,0.0,77.86,58.02,131.0,2
5.0,27.15,-82.48,1.0,-sea purslane,0.0,no,2.44,17.07,19.51,0.875,U,41.0,54.0,13.0,24.0,102.0,9.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.0,0.0,0.0,77.86,58.02,131.0,2
6.0,27.14,-82.48,1.0,-railroad vine,1.0,Railroad Vine,6.4,12.49,18.89,0.661,U,28.0,41.0,13.0,20.0,25.0,4.0,0.0,0.0,0.0,2.0,60.0,1.0,51.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742,85.39,85.39,89.0,1
6.0,27.14,-82.48,1.0,-sea oats,1.0,Railroad Vine,6.4,12.49,18.89,0.661,U,28.0,41.0,13.0,20.0,25.0,4.0,0.0,0.0,0.0,2.0,60.0,1.0,51.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742,85.39,85.39,89.0,1
6.0,27.14,-82.48,1.0,-railroad vine,1.0,Railroad Vine,5.79,14.02,19.81,0.708,U,37.0,45.0,8.0,27.0,29.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0,17.0,19.0,12.0,7.0,0.0,0.0,0.0,0.55,61.25,61.25,80.0,3
6.0,27.14,-82.48,1.0,-sea oats,1.0,Railroad Vine,5.79,14.02,19.81,0.708,U,37.0,45.0,8.0,27.0,29.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0,17.0,19.0,12.0,7.0,0.0,0.0,0.0,0.55,61.25,61.25,80.0,3
6.0,27.14,-82.48,1.0,-sea grapes,1.0,Railroad Vine,5.79,14.02,19.81,0.708,U,37.0,45.0,8.0,27.0,29.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0,17.0,19.0,12.0,7.0,0.0,0.0,0.0,0.55,61.25,61.25,80.0,3
6.0,27.14,-82.48,1.0,-beach naupaka,1.0,Railroad Vine,5.79,14.02,19.81,0.708,U,37.0,45.0,8.0,27.0,29.0,7.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0,17.0,19.0,12.0,7.0,0.0,0.0,0.0,0.55,61.25,61.25,80.0,3
6.0,27.15,-82.48,1.0,-railroad vine,1.0,Railroad Vine,2.74,12.19,14.94,0.816,U,41.0,53.0,13.0,29.0,115.0,6.0,33.33,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0163,93.5,91.87,123.0,1
6.0,27.15,-82.48,1.0,-salt grass,1.0,Railroad Vine,2.74,12.19,14.94,0.816,U,41.0,53.0,13.0,29.0,115.0,6.0,33.33,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0163,93.5,91.87,123.0,1
6.0,27.15,-82.48,1.0,-railroad vine,1.0,Railroad Vine,1.52,14.94,16.46,0.908,U,25.0,37.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,19.750000000000014,10.0,0.0,10.0,0.0,0.0,0.0,0.3438,0.0,0.0,128.0,1
6.0,27.15,-82.48,1.0,-sea oats,1.0,Railroad Vine,1.52,14.94,16.46,0.908,U,25.0,37.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,19.750000000000014,10.0,0.0,10.0,0.0,0.0,0.0,0.3438,0.0,0.0,128.0,1
6.0,27.14,-82.48,1.0,-sea oats,1.0,Sea Oats,1.83,15.54,17.37,0.895,U,36.0,48.0,13.0,23.0,98.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,98.0,97.0,100.0,0
6.0,27.15,-82.48,1.0,-railroad vine,1.0,Sea Oats,4.57,10.97,15.54,0.706,U,36.0,53.0,18.0,25.0,53.0,35.0,2.86,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111,53.54,52.53,99.0,1
6.0,27.15,-82.48,1.0,-sea oats,1.0,Sea Oats,4.57,10.97,15.54,0.706,U,36.0,53.0,18.0,25.0,53.0,35.0,2.86,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1111,53.54,52.53,99.0,1
6.0,27.15,-82.48,1.0,-sea oats,1.0,Sea Oats,0.91,14.33,15.24,0.94,U,46.0,53.0,8.0,30.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.81,7.41,108.0,1
6.0,27.15,-82.48,1.0,-railroad vine,1.0,Sea Oats,0.91,14.33,15.24,0.94,U,46.0,53.0,8.0,30.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.81,7.41,108.0,1
6.0,27.14,-82.48,0.0,no,0.0,no,2.74,14.02,16.76,0.836,U,56.0,66.0,10.0,23.0,132.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.35,96.35,137.0,0
6.0,27.14,-82.48,0.0,no,0.0,no,4.57,11.89,16.46,0.722,U,36.0,53.0,18.0,28.0,69.0,21.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,76.67,74.44,90.0,0
7.0,27.14,-82.47,1.0,-sea oats,1.0,Sea Oats,0.61,16.15,16.76,0.964,U,34.0,47.0,13.0,20.0,66.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.67,90.28,72.0,1
7.0,27.14,-82.47,1.0,-sea purslane,1.0,Sea Oats,0.61,16.15,16.76,0.964,U,34.0,47.0,13.0,20.0,66.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91.67,90.28,72.0,1
7.0,27.14,-82.48,0.0,no,0.0,no,8.84,8.23,17.07,0.482,M,40.0,45.0,5.0,24.0,52.0,12.0,16.67,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.49,50.5,101.0,0
7.0,27.14,-82.47,1.0,-railroad vine,1.0,Railroad Vine,1.83,9.75,11.58,0.842,U,50.0,57.0,8.0,29.0,96.0,8.0,37.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,90.15,90.15,106.0,0
7.0,27.14,-82.47,1.0,-sea oats,1.0,Sea Oats,1.52,14.02,15.54,0.902,U,32.0,44.0,13.0,28.0,69.0,10.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,85.19,85.19,81.0,0
7.0,27.14,-82.48,1.0,-sea oats,1.0,Sea Oats,-2.44,17.07,14.63,1.167,U,15.0,36.0,20.0,23.0,65.0,11.0,36.36,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0617,80.25,80.25,81.0,3
7.0,27.14,-82.48,1.0,-christmas cactus,1.0,Sea Oats,-2.44,17.07,14.63,1.167,U,15.0,36.0,20.0,23.0,65.0,11.0,36.36,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0617,80.25,80.25,81.0,3
7.0,27.14,-82.48,1.0,-salt grass,1.0,Sea Oats,-2.44,17.07,14.63,1.167,U,15.0,36.0,20.0,23.0,65.0,11.0,36.36,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0617,80.25,80.25,81.0,3
7.0,27.14,-82.48,1.0,-unknown,1.0,Sea Oats,-2.44,17.07,14.63,1.167,U,15.0,36.0,20.0,23.0,65.0,11.0,36.36,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0617,80.25,80.25,81.0,3
7.0,27.14,-82.48,1.0,-sea grapes,1.0,Sea Oats,1.22,19.51,20.73,0.941,U,37.0,53.0,17.0,30.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.96,92.96,71.0,1
7.0,27.14,-82.48,1.0,-sea oats,1.0,Sea Oats,1.22,19.51,20.73,0.941,U,37.0,53.0,17.0,30.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.96,92.96,71.0,1
7.0,27.14,-82.48,1.0,-sea oats,1.0,Sea Oats,-7.32,27.13,19.81,1.369,U,25.0,46.0,20.0,23.0,38.0,11.0,54.55,0.0,3.0,0.0,46.0,1.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4694,81.63,81.63,98.0,1
7.0,27.14,-82.48,1.0,-sea grapes,1.0,Sea Oats,-7.32,27.13,19.81,1.369,U,25.0,46.0,20.0,23.0,38.0,11.0,54.55,0.0,3.0,0.0,46.0,1.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4694,81.63,81.63,98.0,1
7.0,27.13,-82.47,1.0,-sea oats,1.0,Sea Oats,-0.61,22.56,21.95,1.028,U,31.0,52.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,8.0,19.750000000000014,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.08,1.77,113.0,3
7.0,27.13,-82.47,1.0,-dune sunflower,1.0,Sea Oats,-0.61,22.56,21.95,1.028,U,31.0,52.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,8.0,19.750000000000014,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.08,1.77,113.0,3
7.0,27.13,-82.47,1.0,-sea purslane,1.0,Sea Oats,-0.61,22.56,21.95,1.028,U,31.0,52.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,8.0,19.750000000000014,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.08,1.77,113.0,3
7.0,27.13,-82.47,1.0,-sea grapes,1.0,Sea Oats,-0.61,22.56,21.95,1.028,U,31.0,52.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,8.0,19.750000000000014,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.08,1.77,113.0,3
7.0,27.14,-82.47,1.0,-sea oats,1.0,Sea Oats,0.91,16.76,17.68,0.948,U,46.0,48.0,2.0,26.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73,98.73,79.0,2
7.0,27.14,-82.47,1.0,-salt grass,1.0,Sea Oats,0.91,16.76,17.68,0.948,U,46.0,48.0,2.0,26.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73,98.73,79.0,2
7.0,27.14,-82.47,1.0,-sea purslane,1.0,Sea Oats,0.91,16.76,17.68,0.948,U,46.0,48.0,2.0,26.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73,98.73,79.0,2
7.0,27.13,-82.47,1.0,-sea oats,1.0,Sea Oats,0.91,19.51,20.42,0.955,U,33.0,46.0,13.0,22.0,79.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,87.78,87.78,90.0,2
7.0,27.13,-82.47,1.0,-salt grass,1.0,Sea Oats,0.91,19.51,20.42,0.955,U,33.0,46.0,13.0,22.0,79.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,87.78,87.78,90.0,2
7.0,27.13,-82.47,1.0,-railroad vine,1.0,Sea Oats,0.91,19.51,20.42,0.955,U,33.0,46.0,13.0,22.0,79.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,87.78,87.78,90.0,2
7.0,27.13,-82.47,1.0,-salt grass,1.0,Sea Oats,1.83,17.37,19.2,0.905,U,35.0,42.0,7.0,30.0,22.0,22.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.14,43.14,51.0,3
7.0,27.13,-82.47,1.0,-sea oats,1.0,Sea Oats,1.83,17.37,19.2,0.905,U,35.0,42.0,7.0,30.0,22.0,22.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.14,43.14,51.0,3
